block_threshold,blocked,reviewed,caught_fraud,missed_fraud,blocked_good,fraud_loss_inr,chargeback_fee_inr,false_block_loss_inr,review_cost_inr,total_cost_inr,do_nothing_cost_inr,net_saving_inr
0.0945,5596,0,1631,18,3965,28476.588799999998,27000.0,5060057.48976,0.0,5115534.07856,4139207.0232,-976327.0553600001
0.0995,5544,0,1631,18,3913,28476.588799999998,27000.0,4968137.04296,0.0,5023613.63176,4139207.0232,-884406.6085600001
0.1044,5505,0,1631,18,3874,28476.588799999998,27000.0,4932905.475680001,0.0,4988382.064480001,4139207.0232,-849175.0412800009
0.1094,5456,0,1631,18,3825,28476.588799999998,27000.0,4880235.3236,0.0,4935711.9124,4139207.0232,-796504.8891999996
0.1144,5412,0,1631,18,3781,28476.588799999998,27000.0,4827602.641680001,0.0,4883079.230480001,4139207.0232,-743872.2072800011
0.1193,5372,0,1631,18,3741,28476.588799999998,27000.0,4790494.945600001,0.0,4845971.534400001,4139207.0232,-706764.511200001
0.1243,5325,0,1631,18,3694,28476.588799999998,27000.0,4729750.5236800015,0.0,4785227.1124800015,4139207.0232,-646020.0892800014
0.1293,5287,0,1631,18,3656,28476.588799999998,27000.0,4667965.709680001,0.0,4723442.298480001,4139207.0232,-584235.2752800011
0.1342,5255,0,1631,18,3624,28476.588799999998,27000.0,4627819.436240001,0.0,4683296.025040001,4139207.0232,-544089.0018400005
0.1392,5227,0,1631,18,3596,28476.588799999998,27000.0,4592026.508160001,0.0,4647503.096960001,4139207.0232,-508296.0737600005
0.1442,5194,0,1631,18,3563,28476.588799999998,27000.0,4549739.608960001,0.0,4605216.197760001,4139207.0232,-466009.17456000065
0.1492,5168,0,1631,18,3537,28476.588799999998,27000.0,4519743.43912,0.0,4575220.02792,4139207.0232,-436013.0047200001
0.1541,5132,0,1631,18,3501,28476.588799999998,27000.0,4467207.479280001,0.0,4522684.068080001,4139207.0232,-383477.0448800004
0.1591,5107,0,1631,18,3476,28476.588799999998,27000.0,4440610.101200001,0.0,4496086.690000001,4139207.0232,-356879.66680000117
0.1641,5073,0,1631,18,3442,28476.588799999998,27000.0,4396217.498400001,0.0,4451694.087200001,4139207.0232,-312487.0640000007
0.169,5031,0,1631,18,3400,28476.588799999998,27000.0,4342009.8904,0.0,4397486.4792,4139207.0232,-258279.45599999977
0.174,5010,0,1631,18,3379,28476.588799999998,27000.0,4321102.261840001,0.0,4376578.850640001,4139207.0232,-237371.8274400006
0.179,4977,0,1631,18,3346,28476.588799999998,27000.0,4285053.15784,0.0,4340529.7466400005,4139207.0232,-201322.72344000032
0.1839,4940,0,1631,18,3309,28476.588799999998,27000.0,4231572.436000001,0.0,4287049.024800001,4139207.0232,-147842.00160000054
0.1889,4907,0,1631,18,3276,28476.588799999998,27000.0,4174056.533920001,0.0,4229533.12272,4139207.0232,-90326.09952000016
0.1939,4870,0,1631,18,3239,28476.588799999998,27000.0,4128850.6459200014,0.0,4184327.2347200015,4139207.0232,-45120.21152000129
0.1989,4831,0,1631,18,3200,28476.588799999998,27000.0,4084325.3360000006,0.0,4139801.9248000006,4139207.0232,-594.9016000004485
0.2038,4793,0,1631,18,3162,28476.588799999998,27000.0,4027700.0400000005,0.0,4083176.6288000005,4139207.0232,56030.39439999964
0.2088,4763,0,1631,18,3132,28476.588799999998,27000.0,3996449.409680001,0.0,4051925.998480001,4139207.0232,87281.02471999917
0.2138,4732,0,1631,18,3101,28476.588799999998,27000.0,3956273.2591200005,0.0,4011749.8479200006,4139207.0232,127457.17527999962
0.2187,4702,0,1631,18,3071,28476.588799999998,27000.0,3933095.420800001,0.0,3988572.009600001,4139207.0232,150635.01359999925
0.2237,4671,0,1631,18,3040,28476.588799999998,27000.0,3898389.185600001,0.0,3953865.774400001,4139207.0232,185341.24879999924
0.2287,4647,0,1631,18,3016,28476.588799999998,27000.0,3863870.0900800005,0.0,3919346.6788800005,4139207.0232,219860.34431999968
0.2336,4623,0,1631,18,2992,28476.588799999998,27000.0,3840833.258080001,0.0,3896309.846880001,4139207.0232,242897.17631999915
0.2386,4583,0,1631,18,2952,28476.588799999998,27000.0,3796434.096000001,0.0,3851910.684800001,4139207.0232,287296.3383999993
0.2436,4562,0,1631,18,2931,28476.588799999998,27000.0,3773940.082640001,0.0,3829416.671440001,4139207.0232,309790.35175999906
0.2486,4539,0,1631,18,2908,28476.588799999998,27000.0,3736320.7700000005,0.0,3791797.3588000005,4139207.0232,347409.66439999966
0.2535,4520,0,1631,18,2889,28476.588799999998,27000.0,3710662.228,0.0,3766138.8168,4139207.0232,373068.2064
0.2585,4492,0,1631,18,2861,28476.588799999998,27000.0,3675136.8035200005,0.0,3730613.3923200006,4139207.0232,408593.6308799996
0.2635,4459,0,1631,18,2828,28476.588799999998,27000.0,3639761.558160001,0.0,3695238.146960001,4139207.0232,443968.8762399992
0.2684,4435,0,1631,18,2804,28476.588799999998,27000.0,3615914.0544800004,0.0,3671390.6432800004,4139207.0232,467816.37991999974
0.2734,4410,0,1631,18,2779,28476.588799999998,27000.0,3589917.8296800004,0.0,3645394.4184800005,4139207.0232,493812.6047199997
0.2784,4388,0,1631,18,2757,28476.588799999998,27000.0,3567544.1256000013,0.0,3623020.7144000013,4139207.0232,516186.30879999883
0.2833,4375,0,1631,18,2744,28476.588799999998,27000.0,3550147.8376000007,0.0,3605624.4264000007,4139207.0232,533582.5967999995
0.2883,4344,0,1631,18,2713,28476.588799999998,27000.0,3518824.2908000005,0.0,3574300.8796000006,4139207.0232,564906.1435999996
0.2933,4318,0,1631,18,2687,28476.588799999998,27000.0,3479404.0808800003,0.0,3534880.6696800003,4139207.0232,604326.3535199999
0.2983,4301,0,1631,18,2670,28476.588799999998,27000.0,3452348.70344,0.0,3507825.29224,4139207.0232,631381.7309600003
0.3032,4283,0,1630,19,2653,30884.2688,28500.0,3432488.135440001,0.0,3491872.404240001,4139207.0232,647334.6189599992
0.3082,4277,0,1630,19,2647,30884.2688,28500.0,3427490.41544,0.0,3486874.6842400003,4139207.0232,652332.3389599998
0.3132,4265,0,1630,19,2635,30884.2688,28500.0,3411791.823440001,0.0,3471176.092240001,4139207.0232,668030.9309599991
0.3181,4253,0,1630,19,2623,30884.2688,28500.0,3397155.2815200007,0.0,3456539.550320001,4139207.0232,682667.4728799993
0.3231,4244,0,1630,19,2614,30884.2688,28500.0,3381932.0735200006,0.0,3441316.3423200008,4139207.0232,697890.6808799994
0.3281,4235,0,1630,19,2605,30884.2688,28500.0,3369649.0828,0.0,3429033.3516,4139207.0232,710173.6716
0.333,4226,0,1630,19,2596,30884.2688,28500.0,3360478.4668000005,0.0,3419862.7356000007,4139207.0232,719344.2875999995
0.338,4220,0,1630,19,2590,30884.2688,28500.0,3355831.584560001,0.0,3415215.853360001,4139207.0232,723991.1698399992
0.343,4209,0,1630,19,2579,30884.2688,28500.0,3338803.664560001,0.0,3398187.933360001,4139207.0232,741019.0898399991
0.3479,4195,0,1630,19,2565,30884.2688,28500.0,3311789.9578400007,0.0,3371174.226640001,4139207.0232,768032.7965599992
0.3529,4188,4,1630,19,2558,30884.2688,28500.0,3303036.4858400007,180.0,3362600.754640001,4139207.0232,776606.2685599993
0.3579,4178,14,1630,19,2548,30884.2688,28500.0,3294501.7924000006,630.0,3354516.061200001,4139207.0232,784690.9619999994
0.3629,4168,24,1629,20,2539,31400.828800000003,30000.0,3288824.82656,1080.0,3351305.6553599997,4139207.0232,787901.3678400004
0.3678,4158,34,1628,21,2530,32146.188800000004,31500.0,3277759.22656,1530.0,3342935.41536,4139207.0232,796271.6078400002
0.3728,4148,44,1628,21,2520,32146.188800000004,31500.0,3263072.7875200002,1980.0,3328698.9763200004,4139207.0232,810508.0468799998
0.3778,4142,50,1628,21,2514,32146.188800000004,31500.0,3258672.2968800007,2250.0,3324568.485680001,4139207.0232,814638.5375199993
0.3827,4130,62,1628,21,2502,32146.188800000004,31500.0,3232781.70488,2790.0,3299217.89368,4139207.0232,839989.12952
0.3877,4124,68,1628,21,2496,32146.188800000004,31500.0,3228612.1940800007,3060.0,3295318.382880001,4139207.0232,843888.6403199993
0.3927,4118,74,1628,21,2490,32146.188800000004,31500.0,3225042.81008,3330.0,3292018.9988800003,4139207.0232,847188.0243199999
0.3976,4113,79,1628,21,2485,32146.188800000004,31500.0,3213266.682080001,3555.0,3280467.870880001,4139207.0232,858739.152319999
0.4026,4107,85,1628,21,2479,32146.188800000004,31500.0,3205259.2863200004,3825.0,3272730.4751200005,4139207.0232,866476.5480799996
0.4076,4103,89,1628,21,2475,32146.188800000004,31500.0,3199531.38232,4005.0,3267182.57112,4139207.0232,872024.4520800002
0.4126,4096,96,1628,21,2468,32146.188800000004,31500.0,3190279.2303199996,4320.0,3258245.4191199997,4139207.0232,880961.6040800004
0.4175,4095,97,1628,21,2467,32146.188800000004,31500.0,3189139.91032,4365.0,3257151.09912,4139207.0232,882055.9240800003
0.4225,4090,102,1627,22,2463,32154.1,33000.0,3187636.0224800003,4590.0,3257380.1224800004,4139207.0232,881826.9007199998
0.4275,4085,107,1627,22,2458,32154.1,33000.0,3185805.4228,4815.0,3255774.5228,4139207.0232,883432.5004000003
0.4324,4077,115,1626,23,2451,32627.54,34500.0,3180637.3508,5175.0,3252939.8908,4139207.0232,886267.1324
0.4374,4074,118,1626,23,2448,32627.54,34500.0,3178734.082160001,5310.0,3251171.622160001,4139207.0232,888035.401039999
0.4424,4063,129,1626,23,2437,32627.54,34500.0,3170180.7009600005,5805.0,3243113.2409600005,4139207.0232,896093.7822399996
0.4473,4054,138,1625,24,2429,33455.62,36000.0,3161799.564560001,6210.0,3237465.184560001,4139207.0232,901741.8386399993
0.4523,4052,140,1625,24,2427,33455.62,36000.0,3159617.020560001,6300.0,3235372.640560001,4139207.0232,903834.382639999
0.4573,4043,149,1625,24,2418,33455.62,36000.0,3139595.0986400004,6705.0,3215755.7186400006,4139207.0232,923451.3045599996
0.4623,4039,153,1625,24,2414,33455.62,36000.0,3134881.2986400006,6885.0,3211221.9186400007,4139207.0232,927985.1045599994
0.4672,4033,159,1625,24,2408,33455.62,36000.0,3129025.2666400005,7155.0,3205635.8866400006,4139207.0232,933571.1365599995
0.4722,4028,164,1624,25,2404,34448.26,37500.0,3114508.218640001,7380.0,3193836.4786400013,4139207.0232,945370.5445599989
0.4772,4019,173,1623,26,2396,34455.203199999996,39000.0,3109098.98936,7785.0,3190339.19256,4139207.0232,948867.8306400003
0.4821,4010,182,1623,26,2387,34455.203199999996,39000.0,3092735.73336,8190.0,3174380.93656,4139207.0232,964826.0866400003
0.4871,4000,192,1623,26,2377,34455.203199999996,39000.0,3080821.80224,8640.0,3162917.00544,4139207.0232,976290.0177600002
0.4921,3994,198,1623,26,2371,34455.203199999996,39000.0,3076953.7271199995,8910.0,3159318.9303199993,4139207.0232,979888.0928800008
0.497,3979,213,1623,26,2356,34455.203199999996,39000.0,3063864.7384800008,9585.0,3146904.9416800006,4139207.0232,992302.0815199995
0.502,3968,224,1622,27,2346,36097.2832,40500.0,3056660.4504800006,10080.0,3143337.7336800005,4139207.0232,995869.2895199996
0.507,3962,230,1622,27,2340,36097.2832,40500.0,3054242.32568,10350.0,3141189.6088799997,4139207.0232,998017.4143200004
0.512,3953,239,1622,27,2331,36097.2832,40500.0,3044185.00568,10755.0,3131537.28888,4139207.0232,1007669.7343200003
0.5169,3944,248,1622,27,2322,36097.2832,40500.0,3032749.5816800003,11160.0,3120506.8648800002,4139207.0232,1018700.1583199999
0.5219,3940,252,1622,27,2318,36097.2832,40500.0,3015236.08568,11340.0,3103173.36888,4139207.0232,1036033.6543200002
0.5269,3929,263,1622,27,2307,36097.2832,40500.0,3009374.08408,11835.0,3097806.36728,4139207.0232,1041400.6559200003
0.5318,3914,278,1621,28,2293,36099.2632,42000.0,2992911.09208,12510.0,3083520.35528,4139207.0232,1055686.6679200004
0.5368,3899,293,1620,29,2279,40295.9832,43500.0,2977641.2920800005,13185.0,3074622.2752800006,4139207.0232,1064584.7479199995
0.5418,3892,300,1620,29,2272,40295.9832,43500.0,2969734.2438400006,13500.0,3067030.2270400007,4139207.0232,1072176.7961599994
0.5467,3889,303,1620,29,2269,40295.9832,43500.0,2968071.4918400003,13635.0,3065502.4750400004,4139207.0232,1073704.5481599998
0.5517,3881,311,1620,29,2261,40295.9832,43500.0,2960453.9255200005,13995.0,3058244.9087200006,4139207.0232,1080962.1144799995
0.5567,3871,321,1620,29,2251,40295.9832,43500.0,2952073.3788000005,14445.0,3050314.3620000007,4139207.0232,1088892.6611999995
0.5617,3865,327,1620,29,2245,40295.9832,43500.0,2947698.0988,14715.0,3046209.082,4139207.0232,1092997.9412000002
0.5666,3859,333,1620,29,2239,40295.9832,43500.0,2941657.8828000003,14985.0,3040438.8660000004,4139207.0232,1098768.1571999998
0.5716,3851,341,1620,29,2231,40295.9832,43500.0,2932311.2509600003,15345.0,3031452.2341600005,4139207.0232,1107754.7890399997
0.5766,3846,346,1620,29,2226,40295.9832,43500.0,2923802.3869600003,15570.0,3023168.3701600004,4139207.0232,1116038.6530399998
0.5815,3837,355,1620,29,2217,40295.9832,43500.0,2914874.1003199997,15975.0,3014645.08352,4139207.0232,1124561.9396800003
0.5865,3828,364,1620,29,2208,40295.9832,43500.0,2903655.3582400004,16380.0,3003831.3414400006,4139207.0232,1135375.6817599996
0.5915,3819,373,1619,30,2200,43717.4232,45000.0,2890655.4622400007,16785.0,2996157.885440001,4139207.0232,1143049.1377599994
0.5964,3812,380,1619,30,2193,43717.4232,45000.0,2875532.2377600004,17100.0,2981349.6609600005,4139207.0232,1157857.3622399997
0.6014,3799,393,1619,30,2180,43717.4232,45000.0,2851828.86352,17685.0,2958231.28672,4139207.0232,1180975.73648
0.6064,3791,401,1619,30,2172,43717.4232,45000.0,2839114.2197600002,18045.0,2945876.6429600003,4139207.0232,1193330.3802399999
0.6114,3781,411,1617,32,2164,45150.652799999996,48000.0,2826585.3397600004,18495.0,2938230.99256,4139207.0232,1200976.03064
0.6163,3769,423,1616,33,2153,46413.4528,49500.0,2820921.83464,19035.0,2935870.28744,4139207.0232,1203336.73576
0.6213,3761,431,1616,33,2145,46413.4528,49500.0,2815270.5526400004,19395.0,2930579.0054400004,4139207.0232,1208628.0177599997
0.6263,3746,446,1615,34,2131,46416.1104,51000.0,2797527.7366400003,20070.0,2915013.8470400004,4139207.0232,1224193.1761599998
0.6312,3741,451,1615,34,2126,46416.1104,51000.0,2792695.2726400006,20295.0,2910406.3830400007,4139207.0232,1228800.6401599995
0.6362,3732,460,1615,34,2117,46416.1104,51000.0,2779796.2410399998,20700.0,2897912.35144,4139207.0232,1241294.6717600003
0.6412,3722,470,1615,34,2107,46416.1104,51000.0,2762597.2192000006,21150.0,2881163.3296000008,4139207.0232,1258043.6935999994
0.6461,3707,485,1615,34,2092,46416.1104,51000.0,2742065.4352000006,21825.0,2861306.545600001,4139207.0232,1277900.4775999994
0.6511,3695,497,1614,35,2081,47091.0704,52500.0,2729405.3696000003,22365.0,2851361.4400000004,4139207.0232,1287845.5831999998
0.6561,3680,512,1614,35,2066,47091.0704,52500.0,2713589.0964,23040.0,2836220.1668000002,4139207.0232,1302986.8564
0.6611,3676,516,1613,36,2063,47632.270399999994,54000.0,2709380.5284,23220.0,2834232.7988,4139207.0232,1304974.2244000002
0.666,3666,526,1613,36,2053,47632.270399999994,54000.0,2701630.0729600005,23670.0,2826932.3433600003,4139207.0232,1312274.6798399999
0.671,3653,539,1612,37,2041,51505.1504,55500.0,2688730.4298400003,24255.0,2819990.5802400005,4139207.0232,1319216.4429599997
0.676,3645,547,1612,37,2033,51505.1504,55500.0,2671309.84848,24615.0,2802929.9988800003,4139207.0232,1336277.0243199999
0.6809,3640,552,1612,37,2028,51505.1504,55500.0,2660821.5524800005,24840.0,2792666.7028800007,4139207.0232,1346540.3203199995
0.6859,3628,564,1612,37,2016,51505.1504,55500.0,2635878.97664,25380.0,2768264.12704,4139207.0232,1370942.89616
0.6909,3604,588,1611,38,1993,53039.87039999999,57000.0,2613905.2794399997,26460.0,2750405.1498399996,4139207.0232,1388801.8733600006
0.6958,3579,613,1611,38,1968,53039.87039999999,57000.0,2584562.5114400005,27585.0,2722187.3818400004,4139207.0232,1417019.6413599998
0.7008,3570,622,1610,39,1960,53993.790400000005,58500.0,2573533.00568,27990.0,2714016.79608,4139207.0232,1425190.2271200004
0.7058,3552,640,1610,39,1942,53993.790400000005,58500.0,2549582.1624000003,28800.0,2690875.9528,4139207.0232,1448331.0704
0.7107,3528,664,1610,39,1918,53993.790400000005,58500.0,2522256.6824000003,29880.0,2664630.4728,4139207.0232,1474576.5504
0.7157,3506,686,1610,39,1896,53993.790400000005,58500.0,2494695.6580000003,30870.0,2638059.4484,4139207.0232,1501147.5748
0.7207,3497,695,1609,40,1888,54411.790400000005,60000.0,2481717.6020000004,31275.0,2627404.3924000002,4139207.0232,1511802.6308
0.7257,3482,710,1607,42,1875,66260.1104,63000.0,2458471.106,31950.0,2619681.2164000003,4139207.0232,1519525.8068
0.7306,3464,728,1607,42,1857,66260.1104,63000.0,2431757.32072,32760.0,2593777.4311200003,4139207.0232,1545429.5920799999
0.7356,3446,746,1607,42,1839,66260.1104,63000.0,2407356.99568,33570.0,2570187.1060800003,4139207.0232,1569019.9171199999
0.7406,3430,762,1607,42,1823,66260.1104,63000.0,2379360.5035200003,34290.0,2542910.6139200004,4139207.0232,1596296.4092799998
0.7455,3420,772,1607,42,1813,66260.1104,63000.0,2362346.4155200003,34740.0,2526346.5259200004,4139207.0232,1612860.4972799998
0.7505,3401,791,1606,43,1795,67584.5104,64500.0,2349942.2128,35595.0,2517621.7232,4139207.0232,1621585.3000000003
0.7555,3387,805,1606,43,1781,67584.5104,64500.0,2336150.70416,36225.0,2504460.21456,4139207.0232,1634746.80864
0.7604,3370,822,1605,44,1765,68877.2304,66000.0,2313741.4591200002,36990.0,2485608.6895200005,4139207.0232,1653598.3336799997
0.7654,3354,838,1605,44,1749,68877.2304,66000.0,2297352.72312,37710.0,2469939.95352,4139207.0232,1669267.0696800002
0.7704,3344,848,1605,44,1739,68877.2304,66000.0,2287293.39384,38160.0,2460330.62424,4139207.0232,1678876.3989600004
0.7754,3325,867,1604,45,1721,72978.91040000001,67500.0,2252729.5700000003,39015.0,2432223.4804000002,4139207.0232,1706983.5428
0.7803,3316,876,1604,45,1712,72978.91040000001,67500.0,2244578.154,39420.0,2424477.0644,4139207.0232,1714729.9588000001
0.7853,3296,896,1604,45,1692,72978.91040000001,67500.0,2227239.378,40320.0,2408038.2884,4139207.0232,1731168.7348000002
0.7903,3275,917,1604,45,1671,72978.91040000001,67500.0,2189269.3659200002,41265.0,2371013.27632,4139207.0232,1768193.74688
0.7952,3268,924,1604,45,1664,72978.91040000001,67500.0,2177370.9339199997,41580.0,2359429.8443199997,4139207.0232,1779777.1788800005
0.8002,3252,940,1603,46,1649,73966.27040000001,69000.0,2159231.35792,42300.0,2344497.6283199997,4139207.0232,1794709.3948800005
0.8052,3246,946,1603,46,1643,73966.27040000001,69000.0,2148599.64592,42570.0,2334135.91632,4139207.0232,1805071.1068800003
0.8101,3237,955,1603,46,1634,73966.27040000001,69000.0,2138944.858960001,42975.0,2324886.1293600006,4139207.0232,1814320.8938399996
0.8151,3225,967,1603,46,1622,73966.27040000001,69000.0,2115445.0116800005,43515.0,2301926.2820800003,4139207.0232,1837280.74112
0.8201,3215,977,1603,46,1612,73966.27040000001,69000.0,2106831.35936,43965.0,2293762.62976,4139207.0232,1845444.3934400002
0.8251,3208,984,1602,47,1606,80082.27040000001,70500.0,2099514.3405600004,44280.0,2294376.61096,4139207.0232,1844830.41224
0.83,3202,990,1599,50,1603,84245.55040000001,75000.0,2096293.6685600004,44550.0,2300089.21896,4139207.0232,1839117.80424
0.835,3196,996,1599,50,1597,84245.55040000001,75000.0,2094765.1452000001,44820.0,2298830.6956,4139207.0232,1840376.3276
0.84,3188,1004,1598,51,1590,84991.7904,76500.0,2075885.3752000001,45180.0,2282557.1656,4139207.0232,1856649.8576000002
0.8449,3176,1016,1598,51,1578,84991.7904,76500.0,2063745.90968,45720.0,2270957.70008,4139207.0232,1868249.3231200003
0.8499,3164,1028,1598,51,1566,84991.7904,76500.0,2035918.3790400005,46260.0,2243670.1694400003,4139207.0232,1895536.8537599999
0.8549,3155,1037,1598,51,1557,84991.7904,76500.0,2014865.0704,46665.0,2223021.8608,4139207.0232,1916185.1624000003
0.8598,3145,1047,1598,51,1547,84991.7904,76500.0,2006508.8898400003,47115.0,2215115.68024,4139207.0232,1924091.34296
0.8648,3131,1061,1598,51,1533,84991.7904,76500.0,1992888.8252000005,47745.0,2202125.6156000006,4139207.0232,1937081.4075999996
0.8698,3116,1076,1597,52,1519,89026.59039999999,78000.0,1967520.01992,48420.0,2182966.61032,4139207.0232,1956240.4128800002
0.8748,3094,1098,1597,52,1497,89026.59039999999,78000.0,1938779.0604000003,49410.0,2155215.6508000004,4139207.0232,1983991.3723999998
0.8797,3069,1123,1597,52,1472,89026.59039999999,78000.0,1898349.6823200001,50535.0,2115911.2727200002,4139207.0232,2023295.75048
0.8847,3046,1146,1597,52,1449,89026.59039999999,78000.0,1864390.5207200004,51570.0,2082987.1111200005,4139207.0232,2056219.9120799997
0.8897,3003,1189,1595,54,1408,90721.4704,81000.0,1814699.22816,53505.0,2039925.69856,4139207.0232,2099281.3246400002
0.8946,2944,1248,1594,55,1350,99964.1104,82500.0,1755600.04256,56160.0,1994224.15296,4139207.0232,2144982.87024
0.8996,2777,1415,1593,56,1184,103189.3104,84000.0,1549205.83272,63675.0,1800070.1431200001,4139207.0232,2339136.88008
0.9046,2673,1519,1591,58,1082,109076.5104,87000.0,1379229.2404800004,68355.0,1643660.7508800004,4139207.0232,2495546.2723199995
0.9095,2587,1605,1589,60,998,117820.19040000002,90000.0,1286106.0576000002,72225.0,1566151.2480000001,4139207.0232,2573055.7752
0.9145,2527,1665,1588,61,939,119962.11040000002,91500.0,1212215.35344,74925.0,1498602.4638399999,4139207.0232,2640604.5593600003
0.9195,2461,1731,1588,61,873,119962.11040000002,91500.0,1130800.9148800003,77895.0,1420158.0252800002,4139207.0232,2719048.99792
0.9245,2379,1813,1588,61,791,119962.11040000002,91500.0,1028498.4892000001,81585.0,1321545.5996,4139207.0232,2817661.4236000003
0.9294,2289,1903,1587,62,702,121554.91040000001,93000.0,937464.79008,85635.0,1237654.7004799999,4139207.0232,2901552.3227200005
0.9344,2205,1987,1585,64,620,125666.27040000001,96000.0,858856.726,89415.0,1169937.9964,4139207.0232,2969269.0268
0.9394,2126,2066,1581,68,545,128812.3408,102000.0,739454.11904,92970.0,1063236.4598400001,4139207.0232,3075970.56336
0.9443,2095,2097,1579,70,516,130835.4608,105000.0,696707.8736800001,94365.0,1026908.3344800001,4139207.0232,3112298.68872
0.9493,2079,2113,1576,73,503,140320.1008,109500.0,676794.47472,95085.0,1021699.5755200001,4139207.0232,3117507.44768
0.9543,2064,2128,1575,74,489,141978.0208,111000.0,659560.66176,95760.0,1008298.6825600001,4139207.0232,3130908.34064
0.9592,2022,2170,1570,79,452,148619.0992,118500.0,632777.3452000001,97650.0,997546.4444000002,4139207.0232,3141660.5788000003
0.9642,1958,2234,1566,83,392,153940.22160000002,124500.0,523592.8224800001,100530.0,902563.0440800001,4139207.0232,3236643.9791200003
0.9692,1900,2292,1561,88,339,171325.0704,132000.0,464587.9201600001,103140.0,871052.9905600001,4139207.0232,3268154.03264
0.9742,1795,2397,1556,93,239,192203.50160000002,139500.0,318035.73256000003,107865.0,757604.23416,4139207.0232,3381602.78904
0.9791,1714,2478,1547,102,167,205703.5904,153000.0,219150.2768,111510.0,689363.8672,4139207.0232,3449843.1560000004
0.9841,1635,2557,1536,113,99,230346.38,169500.0,128229.26480000002,115065.0,643140.6448,4139207.0232,3496066.3784000003
0.9891,1570,2622,1521,128,49,251659.61039999998,192000.0,58562.504,117990.0,620212.1144000001,4139207.0232,3518994.9088000003
0.994,1528,2664,1503,146,25,312242.524,219000.0,25006.800000000007,119880.0,676129.324,4139207.0232,3463077.6992
0.999,1366,2826,1366,283,0,575137.1296,424500.0,0.0,127170.0,1126807.1296,4139207.0232,3012399.8936
