block_threshold,blocked,reviewed,caught_fraud,missed_fraud,blocked_good,fraud_loss_inr,chargeback_fee_inr,false_block_loss_inr,review_cost_inr,total_cost_inr,do_nothing_cost_inr,net_saving_inr
0.2088,7015,0,1911,1302,5104,183616.7696,32550.0,713523.80008,0.0,929690.56968,509291.4104,-420399.15927999996
0.2138,6823,0,1897,1316,4926,186350.2256,32900.0,690071.6513600001,0.0,909321.8769600001,509291.4104,-400030.46656000015
0.2187,6652,0,1886,1327,4766,189890.77360000001,33175.0,669251.6230400001,0.0,892317.3966400002,509291.4104,-383025.9862400002
0.2237,6475,0,1875,1338,4600,190999.82,33450.0,639028.8632,0.0,863478.6832000001,509291.4104,-354187.2728000001
0.2287,6314,0,1861,1352,4453,194329.2208,33800.0,621301.8812,0.0,849431.102,509291.4104,-340139.69159999996
0.2336,6158,0,1846,1367,4312,196753.11039999998,34175.0,602068.87104,0.0,832996.98144,509291.4104,-323705.57104
0.2386,6016,0,1840,1373,4176,198393.6856,34325.0,584303.47976,0.0,817022.16536,509291.4104,-307730.75496
0.2436,5879,0,1826,1387,4053,201537.66160000002,34675.0,569023.2475200001,0.0,805235.9091200001,509291.4104,-295944.4987200001
0.2486,5761,0,1814,1399,3947,203955.0304,34975.0,550629.4903200001,0.0,789559.5207200001,509291.4104,-280268.11032000015
0.2535,5645,0,1801,1412,3844,206233.7288,35300.0,538527.1673600001,0.0,780060.8961600001,509291.4104,-270769.4857600001
0.2585,5525,0,1785,1428,3740,210727.44,35700.0,524239.36656000005,0.0,770666.80656,509291.4104,-261375.39616000006
0.2635,5408,0,1777,1436,3631,212908.6784,35900.0,508039.0588000001,0.0,756847.7372000001,509291.4104,-247556.3268000001
0.2684,5292,0,1768,1445,3524,216191.1224,36125.0,491294.8549600001,0.0,743610.9773600001,509291.4104,-234319.56696000014
0.2734,5188,0,1762,1451,3426,217066.4144,36275.0,477552.4863200001,0.0,730893.90072,509291.4104,-221602.49032000004
0.2784,5075,0,1749,1464,3326,220421.15039999998,36600.0,463389.7632000001,0.0,720410.9136000001,509291.4104,-211119.5032000001
0.2833,4977,0,1737,1476,3240,223025.9944,36900.0,452424.43064000015,0.0,712350.4250400001,509291.4104,-203059.01464000012
0.2883,4870,0,1723,1490,3147,225676.66,37250.0,438719.70688,0.0,701646.3668800001,509291.4104,-192354.9564800001
0.2933,4777,0,1714,1499,3063,226484.39440000002,37475.0,427263.5494400001,0.0,691222.9438400001,509291.4104,-181931.5334400001
0.2983,4678,0,1706,1507,2972,227225.11680000002,37675.0,413463.4722400001,0.0,678363.5890400001,509291.4104,-169072.17864000011
0.3032,4595,0,1701,1512,2894,228965.7568,37800.0,401922.68480000005,0.0,668688.4416,509291.4104,-159397.03120000003
0.3082,4513,0,1687,1526,2826,231106.304,38150.0,392487.3388800001,0.0,661743.6428800002,509291.4104,-152452.23248000018
0.3132,4433,0,1683,1530,2750,231357.42080000002,38250.0,385573.3772800001,0.0,655180.7980800001,509291.4104,-145889.3876800001
0.3181,4360,0,1676,1537,2684,232129.43599999996,38425.0,377931.4084,0.0,648485.8444000001,509291.4104,-139194.43400000007
0.3231,4289,0,1668,1545,2621,233301.9216,38625.0,367989.3599200001,0.0,639916.2815200001,509291.4104,-130624.87112000008
0.3281,4197,0,1654,1559,2543,235061.51679999998,38975.0,361276.40640000004,0.0,635312.9232000001,509291.4104,-126021.51280000008
0.333,4123,0,1643,1570,2480,236644.35520000002,39250.0,354830.12656000006,0.0,630724.4817600001,509291.4104,-121433.07136000012
0.338,4056,0,1631,1582,2425,237781.19199999998,39550.0,346532.28792000003,0.0,623863.4799200001,509291.4104,-114572.06952000008
0.343,3982,0,1622,1591,2360,240819.57679999998,39775.0,338488.35384000005,0.0,619082.93064,509291.4104,-109791.52024000004
0.3479,3902,0,1618,1595,2284,241685.0656,39875.0,328200.68008,0.0,609760.7456799999,509291.4104,-100469.33527999994
0.3529,3830,36,1605,1608,2225,244191.54320000001,40200.0,321501.08536,108.0,606000.6285600001,509291.4104,-96709.2181600001
0.3579,3766,100,1596,1617,2170,246042.57040000003,40425.0,312140.15560000006,300.0,598907.726,509291.4104,-89616.31560000003
0.3629,3703,163,1586,1627,2117,247111.26880000002,40675.0,305244.06640000007,489.0,593519.3352000001,509291.4104,-84227.9248000001
0.3678,3641,225,1579,1634,2062,247698.29919999998,40850.0,299093.31088000006,675.0,588316.61008,509291.4104,-79025.19968000002
0.3728,3589,277,1574,1639,2015,248217.27919999996,40975.0,292393.8544800001,831.0,582417.1336800001,509291.4104,-73125.7232800001
0.3778,3526,340,1567,1646,1959,250186.39359999998,41150.0,283393.1682400001,1020.0,575749.5618400001,509291.4104,-66458.1514400001
0.3827,3471,395,1557,1656,1914,251752.1688,41400.0,277257.35128000006,1185.0,571594.52008,509291.4104,-62303.10968000005
0.3877,3420,446,1545,1668,1875,255038.9688,41700.0,272012.13312,1338.0,570089.10192,509291.4104,-60797.69152000005
0.3927,3371,495,1538,1675,1833,256080.07040000003,41875.0,264493.69856000005,1485.0,563933.76896,509291.4104,-54642.35856000002
0.3976,3320,546,1528,1685,1792,257026.28160000002,42125.0,256412.73112000007,1638.0,557202.01272,509291.4104,-47910.602320000005
0.4026,3255,611,1514,1699,1741,260399.22479999997,42475.0,248006.50784000006,1833.0,552713.7326400001,509291.4104,-43422.32224000007
0.4076,3208,658,1501,1712,1707,261383.1,42800.0,243981.83264000004,1974.0,550138.93264,509291.4104,-40847.52224000002
0.4126,3174,692,1490,1723,1684,262911.30799999996,43075.0,242385.28496000005,2076.0,550447.59296,509291.4104,-41156.182560000045
0.4175,3136,730,1483,1730,1653,263371.42480000004,43250.0,239726.03200000004,2190.0,548537.4568,509291.4104,-39246.04640000005
0.4225,3097,769,1471,1742,1626,264433.33839999995,43550.0,236104.90176,2307.0,546395.2401599999,509291.4104,-37103.829759999935
0.4275,3062,804,1468,1745,1594,264574.71040000004,43625.0,230321.49504000004,2412.0,540933.20544,509291.4104,-31641.795040000055
0.4324,3018,848,1459,1754,1559,264949.4936,43850.0,220627.04664000004,2544.0,531970.54024,509291.4104,-22679.12984000001
0.4374,2972,894,1450,1763,1522,267355.6424,44075.0,216149.32976000005,2682.0,530261.9721600001,509291.4104,-20970.561760000128
0.4424,2917,949,1435,1778,1482,268441.2456,44450.0,209591.69504000002,2847.0,525329.94064,509291.4104,-16038.530240000051
0.4473,2881,985,1432,1781,1449,268809.9216,44525.0,204106.89208000002,2955.0,520396.81368,509291.4104,-11105.403280000028
0.4523,2839,1027,1427,1786,1412,269022.50320000004,44650.0,197844.01728000003,3081.0,514597.52048000006,509291.4104,-5306.110080000071
0.4573,2804,1062,1416,1797,1388,270294.7896,44925.0,194099.64392000003,3186.0,512505.4335200001,509291.4104,-3214.0231200000853
0.4623,2772,1094,1411,1802,1361,270630.6768,45050.0,189809.8384,3282.0,508772.5152,509291.4104,518.8951999999699
0.4672,2738,1128,1409,1804,1329,271062.5984,45100.0,183664.65208000003,3384.0,503211.25048000005,509291.4104,6080.159919999947
0.4722,2689,1177,1402,1811,1287,272262.44320000004,45275.0,173117.45360000004,3531.0,494185.8968000001,509291.4104,15105.51359999989
0.4772,2654,1212,1398,1815,1256,273226.87919999997,45375.0,170602.62856000004,3636.0,492840.50776,509291.4104,16450.902639999986
0.4821,2614,1252,1390,1823,1224,273919.76479999995,45575.0,165870.68680000002,3756.0,489121.4516,509291.4104,20169.958800000022
0.4871,2573,1293,1376,1837,1197,276266.0296,45925.0,162008.7924,3879.0,488078.82200000004,509291.4104,21212.58839999995
0.4921,2529,1337,1366,1847,1163,278513.2064,46175.0,158122.20424000002,4011.0,486821.41064,509291.4104,22469.999759999977
0.497,2504,1362,1356,1857,1148,280306.24159999995,46425.0,156639.15904000003,4086.0,487456.40064,509291.4104,21835.009759999986
0.502,2474,1392,1348,1865,1126,281927.17520000006,46625.0,153734.79576,4176.0,486462.97096000006,509291.4104,22828.43943999993
0.507,2435,1431,1343,1870,1092,282911.1912,46750.0,147515.32432,4293.0,481469.51552,509291.4104,27821.894879999978
0.512,2393,1473,1330,1883,1063,286324.13039999997,47075.0,142532.88504,4419.0,480351.01544,509291.4104,28940.394960000005
0.5169,2351,1515,1324,1889,1027,287248.6056,47225.0,137925.37304,4545.0,476943.97864,509291.4104,32347.431760000007
0.5219,2330,1536,1318,1895,1012,288292.9456,47375.0,134379.23408,4608.0,474655.17967999994,509291.4104,34636.23072000005
0.5269,2304,1562,1313,1900,991,288755.544,47500.0,132215.07208,4686.0,473156.61608,509291.4104,36134.794319999986
0.5318,2273,1593,1305,1908,968,289232.75039999996,47700.0,129160.38408,4779.0,470872.13447999995,509291.4104,38419.275920000044
0.5368,2251,1615,1301,1912,950,289496.328,47800.0,125385.09984000004,4845.0,467526.42784,509291.4104,41764.982559999975
0.5418,2215,1651,1291,1922,924,291021.7112,48050.0,120100.32216,4953.0,464125.03336,509291.4104,45166.37703999999
0.5467,2193,1673,1288,1925,905,291727.0136,48125.0,116173.71583999999,5019.0,461044.72944,509291.4104,48246.68095999997
0.5517,2180,1686,1285,1928,895,291878.25039999996,48200.0,114820.31288000001,5058.0,459956.56328,509291.4104,49334.84711999999
0.5567,2155,1711,1278,1935,877,292539.324,48375.0,111755.38920000003,5133.0,457802.71320000006,509291.4104,51488.69719999994
0.5617,2131,1735,1270,1943,861,293054.99520000006,48575.0,109550.74312,5205.0,456385.73832000006,509291.4104,52905.67207999993
0.5666,2103,1763,1260,1953,843,293882.63519999996,48825.0,107642.25472000001,5289.0,455638.88992,509291.4104,53652.52048000001
0.5716,2077,1789,1253,1960,824,294758.728,49000.0,105634.99856000002,5367.0,454760.72656000004,509291.4104,54530.683839999954
0.5766,2054,1812,1246,1967,808,295331.652,49175.0,103641.10848000001,5436.0,453583.76048,509291.4104,55707.649919999996
0.5815,2030,1836,1238,1975,792,296775.66159999993,49375.0,100091.48968000001,5508.0,451750.15127999993,509291.4104,57541.25912000006
0.5865,2002,1864,1228,1985,774,297478.9576,49625.0,97783.04536000002,5592.0,450479.00296000007,509291.4104,58812.40743999992
0.5915,1979,1887,1218,1995,761,298268.70479999995,49875.0,96269.72264,5661.0,450074.42743999994,509291.4104,59216.98296000005
0.5964,1954,1912,1211,2002,743,299627.31039999996,50050.0,93274.51952000002,5736.0,448687.82992,509291.4104,60603.580480000004
0.6014,1936,1930,1202,2011,734,300339.5736,50275.0,91768.87720000003,5790.0,448173.45080000005,509291.4104,61117.959599999944
0.6064,1916,1950,1195,2018,721,301092.29039999994,50450.0,90407.21144000001,5850.0,447799.5018399999,509291.4104,61491.90856000007
0.6114,1894,1972,1186,2027,708,302732.9888,50675.0,88337.64576,5916.0,447661.63456,509291.4104,61629.77584000002
0.6163,1868,1998,1177,2036,691,304129.61919999996,50900.0,86147.41408000002,5994.0,447171.03328,509291.4104,62120.37712000002
0.6213,1831,2035,1169,2044,662,305314.91760000004,51100.0,79634.80616000001,6105.0,442154.7237600001,509291.4104,67136.68663999991
0.6263,1804,2062,1159,2054,645,306453.1712,51350.0,76957.26584000001,6186.0,440946.43704,509291.4104,68344.97336
0.6312,1786,2080,1153,2060,633,307593.02640000003,51500.0,75199.8156,6240.0,440532.84200000006,509291.4104,68758.56839999993
0.6362,1770,2096,1146,2067,624,308130.5568,51675.0,73732.28408000001,6288.0,439825.84088000003,509291.4104,69465.56951999996
0.6412,1757,2109,1143,2070,614,308545.30960000004,51750.0,72115.498,6327.0,438737.80760000006,509291.4104,70553.60279999994
0.6461,1737,2129,1136,2077,601,310827.5016,51925.0,69574.3776,6387.0,438713.8792,509291.4104,70577.53119999997
0.6511,1711,2155,1126,2087,585,312536.4792,52175.0,66916.23120000002,6465.0,438092.71040000004,509291.4104,71198.69999999995
0.6561,1685,2181,1119,2094,566,312902.6912,52350.0,64676.189760000016,6543.0,436471.88096000004,509291.4104,72819.52943999995
0.6611,1660,2206,1107,2106,553,314341.62320000003,52650.0,63627.71688,6618.0,437237.34008000005,509291.4104,72054.07031999994
0.666,1645,2221,1100,2113,545,315619.4272,52825.0,60931.13936,6663.0,436038.56655999995,509291.4104,73252.84384000005
0.671,1630,2236,1094,2119,536,316257.612,52975.0,59314.17128000002,6708.0,435254.78328000003,509291.4104,74036.62711999996
0.676,1602,2264,1087,2126,515,318464.2384,53150.0,56215.33007999999,6792.0,434621.56847999996,509291.4104,74669.84192000004
0.6809,1582,2284,1079,2134,503,319648.5688,53350.0,54878.154239999996,6852.0,434728.72304,509291.4104,74562.68735999998
0.6859,1556,2310,1073,2140,483,319877.64160000003,53500.0,51381.47560000001,6930.0,431689.11720000004,509291.4104,77602.29319999996
0.6909,1539,2327,1069,2144,470,320146.31440000003,53600.0,50266.53632000001,6981.0,430993.85072000005,509291.4104,78297.55967999995
0.6958,1522,2344,1061,2152,461,320697.1064,53800.0,49423.35216000001,7032.0,430952.45856,509291.4104,78338.95184
0.7008,1500,2366,1053,2160,447,324679.5464,54000.0,47667.008480000004,7098.0,433444.55488,509291.4104,75846.85551999998
0.7058,1484,2382,1047,2166,437,325068.66479999997,54150.0,46929.202320000004,7146.0,433293.86711999995,509291.4104,75997.54328000004
0.7107,1458,2408,1037,2176,421,327154.7576,54400.0,44904.03736,7224.0,433682.79496,509291.4104,75608.61543999997
0.7157,1438,2428,1030,2183,408,328169.5648,54575.0,43179.25248000001,7284.0,433207.81728,509291.4104,76083.59311999998
0.7207,1420,2446,1023,2190,397,328817.52640000003,54750.0,41708.49592000001,7338.0,432614.02232000005,509291.4104,76677.38807999995
0.7257,1404,2462,1012,2201,392,330356.6024,55025.0,41174.36232000001,7386.0,433941.96472,509291.4104,75349.44568
0.7306,1383,2483,1004,2209,379,330993.53760000004,55225.0,38681.602960000004,7449.0,432349.14056,509291.4104,76942.26983999996
0.7356,1379,2487,1002,2211,377,331042.5008,55275.0,38628.167760000004,7461.0,432406.66855999996,509291.4104,76884.74184000003
0.7406,1361,2505,995,2218,366,331226.99280000007,55450.0,35788.88768,7515.0,429980.88048000005,509291.4104,79310.52991999994
0.7455,1342,2524,988,2225,354,331870.61600000004,55625.0,33024.05288,7572.0,428091.66888,509291.4104,81199.74151999998
0.7505,1326,2540,978,2235,348,333328.336,55875.0,32823.27048000001,7620.0,429646.60648,509291.4104,79644.80391999998
0.7555,1310,2556,970,2243,340,334729.7624,56075.0,31708.454960000003,7668.0,430181.21736,509291.4104,79110.19303999998
0.7604,1294,2572,965,2248,329,336549.576,56200.0,29484.262080000008,7716.0,429949.83808,509291.4104,79341.57231999998
0.7654,1283,2583,961,2252,322,336962.1376,56300.0,26977.204800000007,7749.0,427988.3424,509291.4104,81303.06799999997
0.7704,1274,2592,953,2260,321,338399.3096,56500.0,26653.244800000008,7776.0,429328.55439999996,509291.4104,79962.85600000003
0.7754,1259,2607,947,2266,312,339370.548,56650.0,24511.002880000007,7821.0,428352.55088,509291.4104,80938.85952
0.7803,1241,2625,941,2272,300,341121.95040000003,56800.0,22327.760000000006,7875.0,428124.71040000004,509291.4104,81166.69999999995
0.7853,1220,2646,937,2276,283,342066.2432,56900.0,19680.373440000003,7938.0,426584.61664,509291.4104,82706.79375999997
0.7903,1204,2662,925,2288,279,344382.896,57200.0,18833.920560000002,7986.0,428402.81656,509291.4104,80888.59383999999
0.7952,1189,2677,916,2297,273,345629.548,57425.0,18235.7812,8031.0,429321.32920000004,509291.4104,79970.08119999996
0.8002,1178,2688,910,2303,268,346141.99840000004,57575.0,16913.318240000004,8064.0,428694.31664000003,509291.4104,80597.09375999996
0.8052,1158,2708,903,2310,255,346474.21599999996,57750.0,15927.649920000002,8124.0,428275.86591999995,509291.4104,81015.54448000004
0.8101,1140,2726,891,2322,249,348432.832,58050.0,15330.107520000003,8178.0,429990.93952,509291.4104,79300.47087999998
0.8151,1117,2749,876,2337,241,353036.5696,58425.0,14660.427600000003,8247.0,434368.9972,509291.4104,74922.41320000001
0.8201,1103,2763,870,2343,233,353840.81039999996,58575.0,13659.893520000001,8289.0,434364.70391999994,509291.4104,74926.70648000005
0.8251,1090,2776,864,2349,226,354020.2072,58725.0,12839.146320000003,8328.0,433912.35352,509291.4104,75379.05687999999
0.83,1080,2786,859,2354,221,354227.0072,58850.0,12748.117200000004,8358.0,434183.1244,509291.4104,75108.28600000002
0.835,1061,2805,852,2361,209,354586.408,59025.0,12388.179440000004,8415.0,434414.58744,509291.4104,74876.82296000002
0.84,1041,2825,841,2372,200,356669.3504,59300.0,11801.921040000003,8475.0,436246.27144,509291.4104,73045.13896000001
0.8449,1024,2842,832,2381,192,357000.1336,59525.0,11279.62472,8526.0,436330.75832,509291.4104,72960.65207999997
0.8499,1008,2858,819,2394,189,358982.09599999996,59850.0,11250.788640000002,8574.0,438656.88463999995,509291.4104,70634.52576000005
0.8549,995,2871,810,2403,185,359183.6424,60075.0,10969.93352,8613.0,438841.57592000003,509291.4104,70449.83447999996
0.8598,984,2882,800,2413,184,360787.6536,60325.0,10952.032,8646.0,440710.6856,509291.4104,68580.72479999997
0.8648,967,2899,788,2425,179,362598.1656,60625.0,10688.772640000003,8697.0,442608.93824,509291.4104,66682.47216
0.8698,946,2920,776,2437,170,363886.0808,60925.0,10279.91328,8760.0,443850.99408,509291.4104,65440.41632000002
0.8748,931,2935,765,2448,166,365237.0656,61200.0,10078.839680000001,8805.0,445320.90527999995,509291.4104,63970.505120000045
0.8797,916,2950,751,2462,165,366913.28959999996,61550.0,9962.359680000001,8850.0,447275.64927999995,509291.4104,62015.76112000004
0.8847,895,2971,734,2479,161,367710.5608,61975.0,9854.055120000003,8913.0,448452.61591999995,509291.4104,60838.79448000004
0.8897,873,2993,719,2494,154,368675.692,62350.0,9168.85424,8979.0,449173.54624,509291.4104,60117.86416
0.8946,848,3018,702,2511,146,370218.6928,62775.0,9053.546320000001,9054.0,451101.23912000004,509291.4104,58190.17127999995
0.8996,820,3046,679,2534,141,373609.5088,63350.0,8849.37144,9138.0,454946.88024,509291.4104,54344.530159999966
0.9046,794,3072,660,2553,134,375488.5728,63825.0,8653.816080000002,9216.0,457183.38888000004,509291.4104,52108.02151999995
0.9095,767,3099,643,2570,124,378241.6176,64250.0,8445.083920000003,9297.0,460233.70152,509291.4104,49057.70887999999
0.9145,735,3131,619,2594,116,381137.8648,64850.0,7982.56368,9393.0,463363.42848,509291.4104,45927.98191999999
0.9195,706,3160,596,2617,110,383151.43679999997,65425.0,7767.148480000001,9480.0,465823.58527999994,509291.4104,43467.82512000005
0.9245,671,3195,566,2647,105,385134.5344,66175.0,7545.843760000001,9585.0,468440.37816,509291.4104,40851.03223999997
0.9294,640,3226,540,2673,100,386797.4616,66825.0,7375.098640000001,9678.0,470675.56023999996,509291.4104,38615.85016000003
0.9344,598,3268,506,2707,92,388642.9888,67675.0,7221.264960000001,9804.0,473343.25376,509291.4104,35948.15664
0.9394,549,3317,467,2746,82,391492.244,68650.0,5750.814160000002,9951.0,475844.05816,509291.4104,33447.35223999998
0.9443,504,3362,427,2786,77,394711.8296,69650.0,5696.35976,10086.0,480144.18936,509291.4104,29147.221039999975
0.9493,453,3413,386,2827,67,397663.2792,70675.0,4978.930320000001,10239.0,483556.20952,509291.4104,25735.20088000002
0.9543,391,3475,333,2880,58,400221.16640000005,72000.0,4210.773840000001,10425.0,486856.94024,509291.4104,22434.470159999968
0.9592,347,3519,298,2915,49,405525.9472,72875.0,3779.6449600000005,10557.0,492737.59216,509291.4104,16553.818239999993
0.9642,291,3575,247,2966,44,408815.2816,74150.0,3524.3062400000003,10725.0,497214.58784,509291.4104,12076.82256
0.9692,243,3623,207,3006,36,412353.172,75150.0,2971.95808,10869.0,501344.13008000003,509291.4104,7947.280319999962
0.9742,183,3683,159,3054,24,416603.15839999996,76350.0,2560.3177600000004,11049.0,506562.47615999996,509291.4104,2728.9342400000314
0.9791,110,3756,100,3113,10,421169.6104,77825.0,995.9258400000001,11268.0,511258.53624,509291.4104,-1967.1258399999933
0.9841,61,3805,55,3158,6,424080.316,78950.0,946.1524800000002,11415.0,515391.46848,509291.4104,-6100.058079999988
0.9891,20,3846,18,3195,2,427754.59760000004,79875.0,459.11320000000006,11538.0,519626.71080000006,509291.4104,-10335.300400000066
0.994,1,3865,1,3212,0,428893.696,80300.0,0.0,11595.0,520788.696,509291.4104,-11497.285600000003
0.999,0,3866,0,3213,0,428966.4104,80325.0,0.0,11598.0,520889.4104,509291.4104,-11598.0
