block_threshold,blocked,reviewed,caught_fraud,missed_fraud,blocked_good,fraud_loss_inr,chargeback_fee_inr,false_block_loss_inr,review_cost_inr,total_cost_inr,do_nothing_cost_inr,net_saving_inr
0.1293,3888,0,1633,16,2255,24293.948800000002,24000.0,2869297.5584,0.0,2917591.5072,4139207.0232,1221615.5160000003
0.1342,3862,0,1633,16,2229,24293.948800000002,24000.0,2841707.5596000003,0.0,2890001.5084,4139207.0232,1249205.5148
0.1392,3844,0,1632,17,2212,25879.7088,25500.0,2826393.2278400003,0.0,2877772.9366400004,4139207.0232,1261434.0865599997
0.1442,3828,0,1632,17,2196,25879.7088,25500.0,2800346.8438400007,0.0,2851726.552640001,4139207.0232,1287480.4705599993
0.1492,3812,0,1631,18,2181,28476.588799999998,27000.0,2775823.4358400004,0.0,2831300.0246400004,4139207.0232,1307906.9985599997
0.1541,3796,0,1631,18,2165,28476.588799999998,27000.0,2756412.7718400005,0.0,2811889.3606400006,4139207.0232,1327317.6625599996
0.1591,3779,0,1631,18,2148,28476.588799999998,27000.0,2745345.1334400005,0.0,2800821.7222400005,4139207.0232,1338385.3009599997
0.1641,3769,0,1631,18,2138,28476.588799999998,27000.0,2740905.0832800004,0.0,2796381.6720800004,4139207.0232,1342825.3511199998
0.169,3756,0,1631,18,2125,28476.588799999998,27000.0,2729985.01776,0.0,2785461.60656,4139207.0232,1353745.41664
0.174,3744,0,1631,18,2113,28476.588799999998,27000.0,2714661.78984,0.0,2770138.3786400002,4139207.0232,1369068.64456
0.179,3727,0,1631,18,2096,28476.588799999998,27000.0,2702877.67568,0.0,2758354.26448,4139207.0232,1380852.7587200003
0.1839,3714,0,1631,18,2083,28476.588799999998,27000.0,2681818.5576000004,0.0,2737295.1464000004,4139207.0232,1401911.8767999997
0.1889,3697,0,1631,18,2066,28476.588799999998,27000.0,2668631.60928,0.0,2724108.19808,4139207.0232,1415098.8251200002
0.1939,3678,0,1631,18,2047,28476.588799999998,27000.0,2651122.99816,0.0,2706599.58696,4139207.0232,1432607.4362400002
0.1989,3667,0,1631,18,2036,28476.588799999998,27000.0,2638710.8602400003,0.0,2694187.4490400003,4139207.0232,1445019.5741599998
0.2038,3654,0,1631,18,2023,28476.588799999998,27000.0,2611944.4842400006,0.0,2667421.0730400006,4139207.0232,1471785.9501599995
0.2088,3636,0,1631,18,2005,28476.588799999998,27000.0,2585714.24384,0.0,2641190.83264,4139207.0232,1498016.19056
0.2138,3620,0,1631,18,1989,28476.588799999998,27000.0,2569767.0107200006,0.0,2625243.5995200006,4139207.0232,1513963.4236799995
0.2187,3600,0,1631,18,1969,28476.588799999998,27000.0,2547900.0747200004,0.0,2603376.6635200004,4139207.0232,1535830.3596799998
0.2237,3582,0,1631,18,1951,28476.588799999998,27000.0,2526706.5387200005,0.0,2582183.1275200006,4139207.0232,1557023.8956799996
0.2287,3568,0,1631,18,1937,28476.588799999998,27000.0,2504830.13872,0.0,2560306.72752,4139207.0232,1578900.29568
0.2336,3548,0,1631,18,1917,28476.588799999998,27000.0,2477660.9967200006,0.0,2533137.5855200007,4139207.0232,1606069.4376799995
0.2386,3528,0,1631,18,1897,28476.588799999998,27000.0,2451861.4047200005,0.0,2507337.9935200005,4139207.0232,1631869.0296799997
0.2436,3510,0,1631,18,1879,28476.588799999998,27000.0,2421016.24128,0.0,2476492.83008,4139207.0232,1662714.19312
0.2486,3494,0,1631,18,1863,28476.588799999998,27000.0,2387632.34528,0.0,2443108.93408,4139207.0232,1696098.0891200001
0.2535,3475,0,1631,18,1844,28476.588799999998,27000.0,2368428.7390400004,0.0,2423905.3278400004,4139207.0232,1715301.6953599998
0.2585,3456,0,1631,18,1825,28476.588799999998,27000.0,2332453.8910400006,0.0,2387930.4798400006,4139207.0232,1751276.5433599995
0.2635,3429,0,1631,18,1798,28476.588799999998,27000.0,2305205.57904,0.0,2360682.1678400002,4139207.0232,1778524.85536
0.2684,3410,0,1631,18,1779,28476.588799999998,27000.0,2286730.3950400003,0.0,2342206.9838400004,4139207.0232,1797000.0393599998
0.2734,3398,0,1630,19,1768,28993.148800000003,28500.0,2276109.6030400004,0.0,2333602.7518400005,4139207.0232,1805604.2713599997
0.2784,3374,0,1630,19,1744,28993.148800000003,28500.0,2255029.63504,0.0,2312522.78384,4139207.0232,1826684.23936
0.2833,3349,0,1630,19,1719,28993.148800000003,28500.0,2219488.67504,0.0,2276981.82384,4139207.0232,1862225.19936
0.2883,3334,0,1630,19,1704,28993.148800000003,28500.0,2204320.7950399998,0.0,2261813.94384,4139207.0232,1877393.0793600003
0.2933,3321,0,1630,19,1691,28993.148800000003,28500.0,2186783.27504,0.0,2244276.4238400003,4139207.0232,1894930.5993599999
0.2983,3302,0,1630,19,1672,28993.148800000003,28500.0,2143213.93104,0.0,2200707.0798400003,4139207.0232,1938499.94336
0.3032,3294,0,1630,19,1664,28993.148800000003,28500.0,2126424.06704,0.0,2183917.21584,4139207.0232,1955289.80736
0.3082,3277,0,1630,19,1647,28993.148800000003,28500.0,2105597.0062400005,0.0,2163090.1550400006,4139207.0232,1976116.8681599996
0.3132,3261,0,1630,19,1631,28993.148800000003,28500.0,2083718.8954400003,0.0,2141212.04424,4139207.0232,1997994.97896
0.3181,3251,0,1630,19,1621,28993.148800000003,28500.0,2077199.4443200002,0.0,2134692.5931200003,4139207.0232,2004514.4300799998
0.3231,3241,0,1630,19,1611,28993.148800000003,28500.0,2065057.13232,0.0,2122550.28112,4139207.0232,2016656.7420800002
0.3281,3227,0,1630,19,1597,28993.148800000003,28500.0,2051997.4238400003,0.0,2109490.5726400004,4139207.0232,2029716.4505599998
0.333,3212,0,1629,20,1583,31400.828800000003,30000.0,2028983.7349600003,0.0,2090384.5637600003,4139207.0232,2048822.45944
0.338,3201,0,1629,20,1572,31400.828800000003,30000.0,2015758.29728,0.0,2077159.12608,4139207.0232,2062047.89712
0.343,3199,0,1629,20,1570,31400.828800000003,30000.0,2014836.6420000002,0.0,2076237.4708000002,4139207.0232,2062969.5524
0.3479,3189,0,1629,20,1560,31400.828800000003,30000.0,2003294.9300000002,0.0,2064695.7588000002,4139207.0232,2074511.2644
0.3529,3179,7,1629,20,1550,31400.828800000003,30000.0,1981160.09,315.0,2042875.9188,4139207.0232,2096331.1044
0.3579,3167,19,1629,20,1538,31400.828800000003,30000.0,1967848.2096000004,855.0,2030104.0384000004,4139207.0232,2109102.9847999997
0.3629,3163,23,1629,20,1534,31400.828800000003,30000.0,1964016.0176000001,1035.0,2026451.8464000002,4139207.0232,2112755.1768
0.3678,3159,27,1629,20,1530,31400.828800000003,30000.0,1957721.0016000005,1215.0,2020336.8304000006,4139207.0232,2118870.1927999994
0.3728,3151,35,1629,20,1522,31400.828800000003,30000.0,1952785.5256000005,1575.0,2015761.3544000005,4139207.0232,2123445.6687999996
0.3778,3148,38,1629,20,1519,31400.828800000003,30000.0,1950142.8856000004,1710.0,2013253.7144000004,4139207.0232,2125953.3087999998
0.3827,3140,46,1628,21,1512,32663.628800000002,31500.0,1937699.1816000002,2070.0,2003932.8104000003,4139207.0232,2135274.2128
0.3877,3137,49,1628,21,1509,32663.628800000002,31500.0,1935370.68088,2205.0,2001739.3096800002,4139207.0232,2137467.7135199998
0.3927,3131,55,1628,21,1503,32663.628800000002,31500.0,1899582.92888,2475.0,1966221.55768,4139207.0232,2172985.46552
0.3976,3128,58,1628,21,1500,32663.628800000002,31500.0,1896314.2088800003,2610.0,1963087.8376800003,4139207.0232,2176119.18552
0.4026,3122,64,1628,21,1494,32663.628800000002,31500.0,1888450.3528800004,2880.0,1955493.9816800004,4139207.0232,2183713.0415199995
0.4076,3119,67,1628,21,1491,32663.628800000002,31500.0,1884428.88088,3015.0,1951607.5096800001,4139207.0232,2187599.51352
0.4126,3114,72,1628,21,1486,32663.628800000002,31500.0,1878043.5928800001,3240.0,1945447.2216800002,4139207.0232,2193759.80152
0.4175,3112,74,1628,21,1484,32663.628800000002,31500.0,1876263.0796000003,3330.0,1943756.7084000004,4139207.0232,2195450.3148
0.4225,3110,76,1627,22,1483,36860.3488,33000.0,1876237.9199200002,3420.0,1949518.2687200003,4139207.0232,2189688.7544799997
0.4275,3104,82,1627,22,1477,36860.3488,33000.0,1862698.5759200004,3690.0,1936248.9247200005,4139207.0232,2202958.0984799997
0.4324,3097,89,1627,22,1470,36860.3488,33000.0,1853194.8780800004,4005.0,1927060.2268800004,4139207.0232,2212146.7963199997
0.4374,3095,91,1627,22,1468,36860.3488,33000.0,1851923.7900800004,4095.0,1925879.1388800004,4139207.0232,2213327.8843199997
0.4424,3092,94,1627,22,1465,36860.3488,33000.0,1845204.3500800005,4230.0,1919294.6988800005,4139207.0232,2219912.3243199997
0.4473,3088,98,1627,22,1461,36860.3488,33000.0,1836362.164,4410.0,1910632.5128000001,4139207.0232,2228574.5104
0.4523,3085,101,1627,22,1458,36860.3488,33000.0,1832925.95304,4545.0,1907331.30184,4139207.0232,2231875.72136
0.4573,3082,104,1627,22,1455,36860.3488,33000.0,1830511.9050399999,4680.0,1905052.25384,4139207.0232,2234154.7693600003
0.4623,3074,112,1625,24,1449,37860.9,36000.0,1823871.8170400006,5040.0,1902772.7170400005,4139207.0232,2236434.3061599997
0.4672,3069,117,1624,25,1445,38334.340000000004,37500.0,1822875.8766400001,5265.0,1903975.2166400002,4139207.0232,2235231.80656
0.4722,3063,123,1624,25,1439,38334.340000000004,37500.0,1820374.11192,5535.0,1901743.4519200001,4139207.0232,2237463.57128
0.4772,3061,125,1624,25,1437,38334.340000000004,37500.0,1818436.17592,5625.0,1899895.5159200002,4139207.0232,2239311.50728
0.4821,3055,131,1624,25,1431,38334.340000000004,37500.0,1810970.0845600003,5895.0,1892699.4245600004,4139207.0232,2246507.5986399995
0.4871,3052,134,1624,25,1428,38334.340000000004,37500.0,1805430.0045600005,6030.0,1887294.3445600006,4139207.0232,2251912.6786399996
0.4921,3051,135,1624,25,1427,38334.340000000004,37500.0,1802739.3165600002,6075.0,1884648.6565600003,4139207.0232,2254558.3666399997
0.497,3042,144,1623,26,1419,38341.2832,39000.0,1799785.3546400003,6480.0,1883606.6378400002,4139207.0232,2255600.3853599997
0.502,3036,150,1623,26,1413,38341.2832,39000.0,1795297.2346400002,6750.0,1879388.51784,4139207.0232,2259818.50536
0.507,3031,155,1623,26,1408,38341.2832,39000.0,1789328.3626400002,6975.0,1873644.6458400001,4139207.0232,2265562.3773600003
0.512,3027,159,1623,26,1404,38341.2832,39000.0,1787369.4238400005,7155.0,1871865.7070400005,4139207.0232,2267341.31616
0.5169,3022,164,1623,26,1399,38341.2832,39000.0,1778358.23984,7380.0,1863079.52304,4139207.0232,2276127.5001600003
0.5219,3019,167,1623,26,1396,38341.2832,39000.0,1769339.8340800004,7515.0,1854196.1172800004,4139207.0232,2285010.90592
0.5269,3013,173,1623,26,1390,38341.2832,39000.0,1762449.3140800004,7785.0,1847575.5972800003,4139207.0232,2291631.42592
0.5318,3007,179,1623,26,1384,38341.2832,39000.0,1753184.0580800006,8055.0,1838580.3412800005,4139207.0232,2300626.6819199994
0.5368,3004,182,1621,28,1383,43042.2432,42000.0,1752505.56208,8190.0,1845737.80528,4139207.0232,2293469.21792
0.5418,3002,184,1621,28,1381,43042.2432,42000.0,1751945.0676000002,8280.0,1845267.3108,4139207.0232,2293939.7124
0.5467,2995,191,1621,28,1374,43042.2432,42000.0,1740764.4436000003,8595.0,1834401.6868000003,4139207.0232,2304805.3364
0.5517,2993,193,1621,28,1372,43042.2432,42000.0,1739814.4036000005,8685.0,1833541.6468000005,4139207.0232,2305665.3763999995
0.5567,2988,198,1621,28,1367,43042.2432,42000.0,1733196.8836000003,8910.0,1827149.1268000002,4139207.0232,2312057.8964
0.5617,2983,203,1620,29,1363,43044.2232,43500.0,1730592.2233600002,9135.0,1826271.44656,4139207.0232,2312935.57664
0.5666,2974,212,1619,30,1355,43050.0928,45000.0,1722527.81064,9540.0,1820117.90344,4139207.0232,2319089.11976
0.5716,2968,218,1619,30,1349,43050.0928,45000.0,1716001.2906400003,9810.0,1813861.3834400002,4139207.0232,2325345.6397599997
0.5766,2960,226,1619,30,1341,43050.0928,45000.0,1706148.4076000003,10170.0,1804368.5004000003,4139207.0232,2334838.5228
0.5815,2952,234,1619,30,1333,43050.0928,45000.0,1699510.8312000001,10530.0,1798090.924,4139207.0232,2341116.0992
0.5865,2945,241,1619,30,1326,43050.0928,45000.0,1694066.7234400003,10845.0,1792961.8162400003,4139207.0232,2346245.20696
0.5915,2937,249,1619,30,1318,43050.0928,45000.0,1666958.1874400002,11205.0,1766213.2802400002,4139207.0232,2372993.74296
0.5964,2930,256,1619,30,1311,43050.0928,45000.0,1662143.9234400003,11520.0,1761714.0162400003,4139207.0232,2377493.00696
0.6014,2925,261,1619,30,1306,43050.0928,45000.0,1659576.42032,11745.0,1759371.51312,4139207.0232,2379835.5100800004
0.6064,2913,273,1619,30,1294,43050.0928,45000.0,1645724.2328800003,12285.0,1746059.3256800002,4139207.0232,2393147.69752
0.6114,2903,283,1618,31,1285,46471.5328,46500.0,1639057.9368800002,12735.0,1744764.46968,4139207.0232,2394442.55352
0.6163,2899,287,1618,31,1281,46471.5328,46500.0,1635342.95288,12915.0,1741229.48568,4139207.0232,2397977.5375200002
0.6213,2893,293,1618,31,1275,46471.5328,46500.0,1612719.6248800003,13185.0,1718876.1576800002,4139207.0232,2420330.86552
0.6263,2886,300,1618,31,1268,46471.5328,46500.0,1604648.2888800004,13500.0,1711119.8216800003,4139207.0232,2428087.2015199997
0.6312,2884,302,1618,31,1266,46471.5328,46500.0,1602395.12888,13590.0,1708956.66168,4139207.0232,2430250.3615200003
0.6362,2882,304,1616,33,1266,48008.9104,49500.0,1602395.12888,13680.0,1713584.03928,4139207.0232,2425622.9839200005
0.6412,2875,311,1616,33,1259,48008.9104,49500.0,1594819.5099200003,13995.0,1706323.4203200003,4139207.0232,2432883.60288
0.6461,2870,316,1616,33,1254,48008.9104,49500.0,1590604.3899200005,14220.0,1702333.3003200004,4139207.0232,2436873.72288
0.6511,2866,320,1616,33,1250,48008.9104,49500.0,1586861.7419200004,14400.0,1698770.6523200003,4139207.0232,2440436.37088
0.6561,2858,328,1616,33,1242,48008.9104,49500.0,1579841.5141600005,14760.0,1692110.4245600004,4139207.0232,2447096.5986399995
0.6611,2854,332,1616,33,1238,48008.9104,49500.0,1575112.8265600002,14940.0,1687561.7369600001,4139207.0232,2451645.2862400003
0.666,2849,337,1615,34,1234,51234.1104,51000.0,1572567.0105600003,15165.0,1689966.1209600004,4139207.0232,2449240.9022399997
0.671,2844,342,1615,34,1229,51234.1104,51000.0,1564090.9065600003,15390.0,1681715.0169600002,4139207.0232,2457492.00624
0.676,2836,350,1613,36,1223,55179.1504,54000.0,1556293.2985600003,15750.0,1681222.4489600002,4139207.0232,2457984.57424
0.6809,2830,356,1613,36,1217,55179.1504,54000.0,1541973.53856,16020.0,1667172.68896,4139207.0232,2472034.33424
0.6859,2825,361,1613,36,1212,55179.1504,54000.0,1527171.8425600003,16245.0,1652595.9929600002,4139207.0232,2486611.03024
0.6909,2821,365,1613,36,1208,55179.1504,54000.0,1525169.8425600003,16425.0,1650773.9929600002,4139207.0232,2488433.03024
0.6958,2817,369,1613,36,1204,55179.1504,54000.0,1522649.6958400002,16605.0,1648433.84624,4139207.0232,2490773.17696
0.7008,2810,376,1612,37,1198,55720.350399999996,55500.0,1515133.4816800004,16920.0,1643273.8320800005,4139207.0232,2495933.1911199996
0.7058,2809,377,1612,37,1197,55720.350399999996,55500.0,1514456.4416800002,16965.0,1642641.79208,4139207.0232,2496565.23112
0.7107,2805,381,1612,37,1193,55720.350399999996,55500.0,1510051.0734400002,17145.0,1638416.4238400003,4139207.0232,2500790.59936
0.7157,2802,384,1612,37,1190,55720.350399999996,55500.0,1501147.6334400002,17280.0,1629647.9838400004,4139207.0232,2509559.03936
0.7207,2800,386,1612,37,1188,55720.350399999996,55500.0,1500017.0494400002,17370.0,1628607.39984,4139207.0232,2510599.62336
0.7257,2798,388,1611,38,1187,57362.4304,57000.0,1499588.2574400003,17460.0,1631410.6878400003,4139207.0232,2507796.33536
0.7306,2796,390,1611,38,1185,57362.4304,57000.0,1499105.30952,17550.0,1631017.7399199998,4139207.0232,2508189.28328
0.7356,2790,396,1610,39,1180,57780.430400000005,58500.0,1494322.0728800003,17820.0,1628422.5032800003,4139207.0232,2510784.51992
0.7406,2785,401,1610,39,1175,57780.430400000005,58500.0,1493066.5349600003,18045.0,1627391.9653600003,4139207.0232,2511815.05784
0.7455,2783,403,1610,39,1173,57780.430400000005,58500.0,1489751.9509600003,18135.0,1624167.3813600002,4139207.0232,2515039.6418399997
0.7505,2781,405,1610,39,1171,57780.430400000005,58500.0,1486958.1053600004,18225.0,1621463.5357600003,4139207.0232,2517743.48744
0.7555,2780,406,1610,39,1170,57780.430400000005,58500.0,1486946.9087200002,18270.0,1621497.3391200001,4139207.0232,2517709.68408
0.7604,2779,407,1610,39,1169,57780.430400000005,58500.0,1483562.43672,18315.0,1618157.86712,4139207.0232,2521049.15608
0.7654,2778,408,1609,40,1169,59198.110400000005,60000.0,1483562.43672,18360.0,1621120.5471200002,4139207.0232,2518086.47608
0.7704,2772,414,1609,40,1163,59198.110400000005,60000.0,1475767.5296000002,18630.0,1613595.6400000001,4139207.0232,2525611.3832
0.7754,2763,423,1608,41,1155,64742.9904,61500.0,1470097.42152,19035.0,1615375.41192,4139207.0232,2523831.61128
0.7803,2747,439,1607,42,1140,67183.2304,63000.0,1457595.82696,19755.0,1607534.05736,4139207.0232,2531672.96584
0.7853,2740,446,1606,43,1134,74116.7504,64500.0,1450209.306,20070.0,1608896.0564000001,4139207.0232,2530310.9668
0.7903,2730,456,1606,43,1124,74116.7504,64500.0,1441658.4000000001,20520.0,1600795.1504000002,4139207.0232,2538411.8728
0.7952,2726,460,1606,43,1120,74116.7504,64500.0,1439352.8240000003,20700.0,1598669.5744000003,4139207.0232,2540537.4488
0.8002,2719,467,1606,43,1113,74116.7504,64500.0,1430182.8996000001,21015.0,1589814.6500000001,4139207.0232,2549392.3732000003
0.8052,2717,469,1606,43,1111,74116.7504,64500.0,1427664.7476000001,21105.0,1587386.4980000001,4139207.0232,2551820.5252
0.8101,2709,477,1606,43,1103,74116.7504,64500.0,1419939.3644800005,21465.0,1580021.1148800005,4139207.0232,2559185.9083199995
0.8151,2705,481,1606,43,1099,74116.7504,64500.0,1418774.2296000002,21645.0,1579035.9800000002,4139207.0232,2560171.0432
0.8201,2693,493,1606,43,1087,74116.7504,64500.0,1401308.0536000002,22185.0,1562109.8040000002,4139207.0232,2577097.2192
0.8251,2683,503,1605,44,1078,75441.1504,66000.0,1389169.3816000002,22635.0,1553245.5320000001,4139207.0232,2585961.4912
0.83,2663,523,1603,46,1060,77308.5104,69000.0,1360899.3725600003,23535.0,1530742.8829600003,4139207.0232,2608464.1402399996
0.835,2645,541,1601,48,1044,84904.6704,72000.0,1333226.6802400001,24345.0,1514476.35064,4139207.0232,2624730.67256
0.84,2623,563,1600,49,1023,85892.0304,73500.0,1304211.9126400002,25335.0,1488938.9430400003,4139207.0232,2650268.08016
0.8449,2602,584,1600,49,1002,85892.0304,73500.0,1283642.2289600002,26280.0,1469314.2593600003,4139207.0232,2669892.76384
0.8499,2586,600,1599,50,987,88033.9504,75000.0,1256701.13296,27000.0,1446735.08336,4139207.0232,2692471.93984
0.8549,2566,620,1599,50,967,88033.9504,75000.0,1230351.3549600001,27900.0,1421285.30536,4139207.0232,2717921.71784
0.8598,2548,638,1599,50,949,88033.9504,75000.0,1204081.08184,28710.0,1395825.03224,4139207.0232,2743381.99096
0.8648,2535,651,1599,50,936,88033.9504,75000.0,1190395.40984,29295.0,1382724.36024,4139207.0232,2756482.6629600003
0.8698,2518,668,1599,50,919,88033.9504,75000.0,1176748.64944,30060.0,1369842.59984,4139207.0232,2769364.4233600004
0.8748,2506,680,1599,50,907,88033.9504,75000.0,1164804.35344,30600.0,1358438.30384,4139207.0232,2780768.7193600005
0.8797,2496,690,1599,50,897,88033.9504,75000.0,1154178.93136,31050.0,1348262.88176,4139207.0232,2790944.1414400004
0.8847,2488,698,1597,52,891,90494.4304,78000.0,1146313.6193600004,31410.0,1346218.0497600003,4139207.0232,2792988.97344
0.8897,2476,710,1597,52,879,90494.4304,78000.0,1115788.17896,31950.0,1316232.60936,4139207.0232,2822974.4138400005
0.8946,2464,722,1594,55,870,96813.7104,82500.0,1103036.17424,32490.0,1314839.88464,4139207.0232,2824367.13856
0.8996,2450,736,1594,55,856,96813.7104,82500.0,1084483.6111200002,33120.0,1296917.3215200002,4139207.0232,2842289.70168
0.9046,2439,747,1593,56,846,100848.51039999998,84000.0,1065870.8351200002,33615.0,1284334.3455200002,4139207.0232,2854872.6776799997
0.9095,2430,756,1592,57,838,103594.9904,85500.0,1058158.8472000002,34020.0,1281273.8376000002,4139207.0232,2857933.1856
0.9145,2424,762,1592,57,832,103594.9904,85500.0,1047856.1912000001,34290.0,1271241.1816000002,4139207.0232,2867965.8416
0.9195,2413,773,1589,60,824,113670.9904,90000.0,1040590.7148000003,34785.0,1279046.7052000002,4139207.0232,2860160.318
0.9245,2402,784,1586,63,816,121568.11040000002,94500.0,1029275.3234400003,35280.0,1280623.4338400003,4139207.0232,2858583.5893599996
0.9294,2390,796,1584,65,806,130817.77279999999,97500.0,1019028.4395200001,35820.0,1283166.2123200002,4139207.0232,2856040.81088
0.9344,2378,808,1583,66,795,132306.7328,99000.0,1011273.8563200003,36360.0,1278940.5891200001,4139207.0232,2860266.43408
0.9394,2345,841,1581,68,764,136100.41280000002,102000.0,987849.53176,37845.0,1263794.94456,4139207.0232,2875412.07864
0.9443,2329,857,1580,69,749,136634.57280000002,103500.0,981346.2422400002,38565.0,1260045.8150400002,4139207.0232,2879161.20816
0.9493,2310,876,1578,71,732,139377.53280000002,106500.0,967119.22216,39420.0,1252416.75496,4139207.0232,2886790.26824
0.9543,2204,982,1578,71,626,139377.53280000002,106500.0,815582.7971200002,44190.0,1105650.3299200002,4139207.0232,3033556.6932800002
0.9592,2018,1168,1574,75,444,144057.17919999998,112500.0,581759.0688,52560.0,890876.248,4139207.0232,3248330.7752
0.9642,1947,1239,1571,78,376,145417.8792,117000.0,487906.57552000013,55755.0,806079.45472,4139207.0232,3333127.56848
0.9692,1859,1327,1568,81,291,158401.3992,121500.0,374820.2712800001,59715.0,714436.6704800001,4139207.0232,3424770.35272
0.9742,1823,1363,1564,85,259,163975.81200000003,127500.0,345777.8324000001,61335.0,698588.6444000001,4139207.0232,3440618.3788
0.9791,1804,1382,1557,92,247,176532.532,138000.0,330651.44840000005,62190.0,707373.9804,4139207.0232,3431833.0428
0.9841,1767,1419,1547,102,220,195809.17840000003,153000.0,305015.2632800001,63855.0,717679.4416800002,4139207.0232,3421527.58152
0.9891,1641,1545,1528,121,113,273013.3032,181500.0,139888.20664000002,69525.0,663926.5098400001,4139207.0232,3475280.51336
0.994,1535,1651,1508,141,27,301132.084,211500.0,34730.696,74295.0,621657.78,4139207.0232,3517549.2432000004
0.999,1340,1846,1340,309,0,657373.1823999999,463500.0,0.0,83070.0,1203943.1823999998,4139207.0232,2935263.8408000004
